X,Y,OBJECTID,Id,CaseNumber,OccurredDate,OccurredMonth,OccurredYear,DateOfDeath,DateOfDeathMonth,DateOfDeathYear,DateDifference,CaseStatus,Address,Latitude,Longitude,Section,Beat,WeaponCategory,VictimCount,ArresteeCount
-77.620366779973352,43.180355580150966,42,99,02-209810,2002-06-25T04:00:00.000Z,6,2002,2002-06-25T04:00:00.000Z,6,2002,0,CLOSED,"156 AVENUE D, ROCHESTER, NY, 14621",43.180347,-77.620364,Clinton,247,Firearm,1,1
-77.650779786905801,43.136837570932812,40,101,02-220907,2002-07-02T04:00:00.000Z,7,2002,2002-07-02T04:00:00.000Z,7,2002,0,OPEN,"410 THURSTON RD, ROCHESTER, NY, 14619",43.136829,-77.650777,Genesee,243,Firearm,1,
-77.608252776868412,43.189246581511782,39,102,02-237301,2002-07-15T04:00:00.000Z,7,2002,2002-07-15T04:00:00.000Z,7,2002,0,OPEN,"126 SENECA AVE, ROCHESTER, NY, 14621",43.189238,-77.60825,Clinton,227,Firearm,1,
-77.587478769262049,43.171728579540371,37,104,02-261627,2002-08-01T04:00:00.000Z,8,2002,2002-08-01T04:00:00.000Z,8,2002,0,CLOSED,"262 FIRST ST, ROCHESTER, NY, 14605",43.17172,-77.587476,Clinton,267,Unknown,1,1
-77.587478769262049,43.171728579540371,38,103,02-261853,2002-08-01T04:00:00.000Z,8,2002,2002-08-01T04:00:00.000Z,8,2002,0,CLOSED,"262 FIRST ST, ROCHESTER, NY, 14605",43.17172,-77.587476,Clinton,267,Unknown,1,1
-77.57142076282733,43.160301578088479,36,105,02-279433,2002-08-15T04:00:00.000Z,8,2002,2002-08-15T04:00:00.000Z,8,2002,0,CLOSED,"1503 MAIN ST EAST, ROCHESTER, NY, 14609",43.160293,-77.571418,Goodman,225,Knife/Cutting Instrument,1,1
-77.632424782602968,43.168390577356874,35,106,02-291924,2002-08-24T04:00:00.000Z,8,2002,2002-08-24T04:00:00.000Z,8,2002,0,CLOSED,"199 SARATOGA AVE, ROCHESTER, NY, 14608",43.168382,-77.632422,Lake,271,Firearm,1,1
-77.58561077017616,43.191554583414728,34,107,02-294296,2002-08-27T04:00:00.000Z,8,2002,2002-08-27T04:00:00.000Z,8,2002,0,CLOSED,"1425 PORTLAND AVE, ROCHESTER, NY, 14621",43.191546,-77.585608,Clinton,237,Firearm,1,2
-77.619469779976583,43.183627580402501,33,108,02-304224,2002-09-04T04:00:00.000Z,9,2002,2002-09-04T04:00:00.000Z,9,2002,0,CLOSED,"514 CONKEY AVE, ROCHESTER, NY, 14621",43.183619,-77.619467,Clinton,217,Other,1,1
-77.633815782260299,43.159665575235195,32,109,02-313102,2002-09-10T04:00:00.000Z,9,2002,2002-09-10T04:00:00.000Z,9,2002,0,CLOSED,"506 JAY ST, ROCHESTER, NY, 14611",43.159657,-77.633813,Lake,291,Knife/Cutting Instrument,1,1
-77.582180767415849,43.174500580002359,31,110,02-315407,2002-09-12T04:00:00.000Z,9,2002,2002-09-12T04:00:00.000Z,9,2002,0,CLOSED,"381 SIXTH ST, ROCHESTER, NY, 14605",43.174492,-77.582178,Clinton,267,Firearm,1,1
-77.642467786081426,43.168799576456088,30,111,02-317070,2002-09-13T04:00:00.000Z,9,2002,2002-09-13T04:00:00.000Z,9,2002,0,CLOSED,"443 MURRAY ST, ROCHESTER, NY, 14606",43.168791,-77.642465,Lake,261,Knife/Cutting Instrument,1,1
-77.637402784667145,43.175028577710549,29,112,02-320347,2002-09-16T04:00:00.000Z,9,2002,2002-09-16T04:00:00.000Z,9,2002,0,CLOSED,"299 RAVINE AVE, ROCHESTER, NY, 14613",43.17502,-77.6374,Lake,251,Firearm,1,1
-77.567208761714511,43.166575579973767,483,413,02-325920,2002-02-20T05:00:00.000Z,2,2002,2009-02-13T05:00:00.000Z,2,2009,2550,OPEN,"369 MELVILLE ST, ROCHESTER, NY, 14609",43.166567,-77.567206,Goodman,215,Firearm,1,
-77.61939477643061,43.141958572617959,28,113,02-327593,2002-09-22T04:00:00.000Z,9,2002,2002-09-22T04:00:00.000Z,9,2002,0,CLOSED,"700 PLYMOUTH AVE SOUTH, ROCHESTER, NY, 14608",43.14195,-77.619392,Genesee,233,Firearm,1,
-77.586093767950246,43.172196579822916,27,114,02-331192,2002-09-24T04:00:00.000Z,9,2002,2002-09-24T04:00:00.000Z,9,2002,0,CLOSED,"60 TERESA ST, ROCHESTER, NY, 14605",43.172188,-77.586091,Clinton,267,Knife/Cutting Instrument,1,1
-77.589485769556774,43.176095580276154,26,115,02-332399,2002-09-25T04:00:00.000Z,9,2002,2002-09-25T04:00:00.000Z,9,2002,0,CLOSED,"58 AEBERSOLD ST, ROCHESTER, NY, 14621",43.176087,-77.589483,Clinton,267,Firearm,1,1
-77.599146770437997,43.146482574899061,25,116,02-354228,2002-10-13T04:00:00.000Z,10,2002,2002-10-13T04:00:00.000Z,10,2002,0,CLOSED,"183 PEARL ST, ROCHESTER, NY, 14607",43.146474,-77.599144,Goodman,265,Firearm,1,1
-77.575450766261739,43.182310582152986,79,142,02-378706,2002-11-03T04:00:00.000Z,11,2002,2003-05-13T04:00:00.000Z,5,2003,191,OPEN,"15 MARNE ST, ROCHESTER, NY, 14609",43.182302,-77.575448,Goodman,205,Physical,1,
-77.623276779243156,43.165329577326467,24,117,02-385597,2002-11-09T05:00:00.000Z,11,2002,2002-11-09T05:00:00.000Z,11,2002,0,CLOSED,"10 CLIFF ST, ROCHESTER, NY, 14608",43.165321,-77.623274,Lake,271,Firearm,1,1
-77.636646782546578,43.142417572168021,23,118,02-402624,2002-11-24T05:00:00.000Z,11,2002,2002-11-24T05:00:00.000Z,11,2002,0,CLOSED,"120 ARNETT BLVD, ROCHESTER, NY, 14619",43.142409,-77.636644,Genesee,223,Firearm,1,1
-77.569775764070556,43.175746581356648,22,119,02-416713,2002-12-07T05:00:00.000Z,12,2002,2002-12-07T05:00:00.000Z,12,2002,0,CLOSED,"1939 CLIFFORD AVE, ROCHESTER, NY, 14609",43.175738,-77.569773,Goodman,205,Firearm,1,1
-77.604408774187107,43.177765579696626,21,120,02-418265,2002-12-09T05:00:00.000Z,12,2002,2002-12-09T05:00:00.000Z,12,2002,0,OPEN,"130 THOMAS ST, ROCHESTER, NY, 14621",43.177757,-77.604406,Clinton,257,Firearm,1,
-77.627883780671326,43.152019574109623,20,121,02-419224,2002-12-10T05:00:00.000Z,12,2002,2002-12-10T05:00:00.000Z,12,2002,0,CLOSED,"567 MAIN ST WEST, ROCHESTER, NY, 14608",43.152011,-77.627881,Genesee,213,Firearm,1,1
-77.624265780796563,43.179140579479501,19,122,02-440063,2002-12-30T05:00:00.000Z,12,2002,2002-12-30T05:00:00.000Z,12,2002,0,CLOSED,"23 AVENUE C, ROCHESTER, NY, 14621",43.179132,-77.624263,Clinton,247,Firearm,1,2
-77.628319781707233,43.170979577481404,18,123,03-002522,2003-01-03T05:00:00.000Z,1,2003,2003-01-03T05:00:00.000Z,1,2003,0,CLOSED,"345 LAKE AVE, ROCHESTER, NY, 14613",43.170971,-77.628317,Lake,271,Other,1,
-77.648048788967685,43.1741285773249,17,124,03-008915,2003-01-09T05:00:00.000Z,1,2003,2003-01-09T05:00:00.000Z,1,2003,0,CLOSED,"672 EMERSON ST, ROCHESTER, NY, 14613",43.17412,-77.648046,Lake,261,Firearm,1,1
-77.628250781487125,43.160823576300267,15,126,03-025422,2003-01-24T05:00:00.000Z,1,2003,2003-01-24T05:00:00.000Z,1,2003,0,OPEN,"519 SMITH ST, ROCHESTER, NY, 14608",43.160815,-77.628248,Central,209,Firearm,1,
-77.628250781487125,43.160823576300267,16,125,03-025497,2003-01-24T05:00:00.000Z,1,2003,2003-01-24T05:00:00.000Z,1,2003,0,OPEN,"519 SMITH ST, ROCHESTER, NY, 14608",43.160815,-77.628248,Central,209,Firearm,1,
-77.624115781410566,43.180295579549586,14,127,03-033847,2003-01-31T05:00:00.000Z,1,2003,2003-01-31T05:00:00.000Z,1,2003,0,CLOSED,"30 AVENUE D, ROCHESTER, NY, 14621",43.180287,-77.624113,Clinton,247,Unknown,1,2
-77.650619786979988,43.145297571987342,13,128,03-049985,2003-02-15T05:00:00.000Z,2,2003,2003-02-15T05:00:00.000Z,2,2003,0,CLOSED,"521 CHILI AVE, ROCHESTER, NY, 14611",43.145289,-77.650617,Genesee,223,Knife/Cutting Instrument,1,1
-77.628707780638976,43.146547573071715,11,130,03-082523,2003-03-18T04:00:00.000Z,3,2003,2003-03-18T04:00:00.000Z,3,2003,0,CLOSED,"163 DR SAMUEL MCCREE WAY, ROCHESTER, NY, 14608",43.146539,-77.628705,Genesee,233,Firearm,1,1
-77.631649781329628,43.151568574136959,12,129,03-083117,2003-03-18T04:00:00.000Z,3,2003,2003-03-18T04:00:00.000Z,3,2003,0,CLOSED,"706 MAIN ST WEST, ROCHESTER, NY, 14611",43.15156,-77.631647,Genesee,213,Firearm,1,1
-77.619974779318412,43.177603579613461,87,134,03-083663,2003-03-19T04:00:00.000Z,3,2003,2003-04-10T04:00:00.000Z,4,2003,22,CLOSED,"213 CONKEY AVE, ROCHESTER, NY, 14621",43.177595,-77.619972,Clinton,247,Firearm,1,2
-77.654137787312735,43.130639568989309,90,131,03-086060,2003-03-21T04:00:00.000Z,3,2003,2003-03-21T04:00:00.000Z,3,2003,0,CLOSED,"671 BROOKS AVE, ROCHESTER, NY, 14619",43.130631,-77.654135,Genesee,243,Firearm,1,1
-77.637909782757959,43.147391572919013,89,132,03-088874,2003-03-23T04:00:00.000Z,3,2003,2003-03-23T04:00:00.000Z,3,2003,0,OPEN,"110 ARDMORE ST, ROCHESTER, NY, 14611",43.147383,-77.637907,Genesee,223,Firearm,1,
-77.64242778472007,43.149121573010703,88,133,03-096387,2003-03-29T04:00:00.000Z,3,2003,2003-03-29T04:00:00.000Z,3,2003,0,OPEN,"40 HANCOCK ST, ROCHESTER, NY, 14611",43.149113,-77.642425,Genesee,203,Physical,1,
-77.639073784179146,43.159152574842366,86,135,03-115542,2003-04-16T04:00:00.000Z,4,2003,2003-04-16T04:00:00.000Z,4,2003,0,CLOSED,"355 CHILD ST, ROCHESTER, NY, 14611",43.159144,-77.639071,Lake,291,Firearm,1,1
-77.651264787462026,43.148745572330498,85,136,03-117636,2003-04-18T04:00:00.000Z,4,2003,2003-04-18T04:00:00.000Z,4,2003,0,CLOSED,"53 GARDINER AVE, ROCHESTER, NY, 14611",43.148737,-77.651262,Genesee,203,Firearm,1,1
-77.635216782013458,43.145348572819422,84,137,03-120042,2003-04-20T04:00:00.000Z,4,2003,2003-04-20T04:00:00.000Z,4,2003,0,CLOSED,"200 GENESEE ST, ROCHESTER, NY, 14611",43.14534,-77.635214,Genesee,223,Firearm,1,2
-77.597530771670435,43.172449579390907,83,138,03-122507,2003-04-22T04:00:00.000Z,4,2003,2003-04-23T04:00:00.000Z,4,2003,1,OPEN,"40 WADSWORTH ST, ROCHESTER, NY, 14605",43.172441,-77.597528,Clinton,277,Firearm,1,
-77.62688178086772,43.165181576379055,82,139,03-127145,2003-04-25T04:00:00.000Z,4,2003,2003-04-25T04:00:00.000Z,4,2003,0,OPEN,"719 PLYMOUTH AVE NORTH, ROCHESTER, NY, 14608",43.165173,-77.626879,Lake,271,Firearm,1,
-77.637384782409725,43.14372457247331,81,140,03-140500,2003-05-07T04:00:00.000Z,5,2003,2003-05-07T04:00:00.000Z,5,2003,0,CLOSED,"665 FROST AVE, ROCHESTER, NY, 14611",43.143716,-77.637382,Genesee,223,Blunt Object,1,1
-77.63092078263287,43.164324576660263,80,141,03-143218,2003-05-09T04:00:00.000Z,5,2003,2003-05-09T04:00:00.000Z,5,2003,0,OPEN,"629 OAK ST, ROCHESTER, NY, 14608",43.164316,-77.630918,Central,209,Knife/Cutting Instrument,1,
-77.624565782350658,43.184101579784006,78,143,03-151822,2003-05-16T04:00:00.000Z,5,2003,2003-05-16T04:00:00.000Z,5,2003,0,CLOSED,"1516 ST PAUL ST, ROCHESTER, NY, 14621",43.184093,-77.624563,Clinton,217,Firearm,1,1
-77.657173790771509,43.16635557539643,77,144,03-155641,2003-05-20T04:00:00.000Z,5,2003,2003-05-20T04:00:00.000Z,5,2003,0,CLOSED,"261 FREELAND ST, ROCHESTER, NY, 14606",43.166347,-77.657171,Lake,241,Knife/Cutting Instrument,1,1
-77.606933775100927,43.171018578685604,76,145,03-165277,2003-05-28T04:00:00.000Z,5,2003,2003-05-28T04:00:00.000Z,5,2003,0,OPEN,"421 UPPER FALLS BLVD, ROCHESTER, NY, 14605",43.17101,-77.606931,Clinton,287,Firearm,1,
-77.586901769973892,43.182093581467093,75,146,03-166013,2003-05-28T04:00:00.000Z,5,2003,2003-05-28T04:00:00.000Z,5,2003,0,CLOSED,"885 PORTLAND AVE, ROCHESTER, NY, 14621",43.182085,-77.586899,Clinton,237,Firearm,1,1
-77.640556784882691,43.155081574379082,74,147,03-184306,2003-06-11T04:00:00.000Z,6,2003,2003-06-11T04:00:00.000Z,6,2003,0,CLOSED,"573 MAPLE ST, ROCHESTER, NY, 14611",43.155073,-77.640554,Genesee,203,Firearm,1,1
-77.607992776085865,43.183687580746934,73,148,03-189435,2003-06-15T04:00:00.000Z,6,2003,2003-06-15T04:00:00.000Z,6,2003,0,CLOSED,"1010 JOSEPH AVE, ROCHESTER, NY, 14621",43.183679,-77.60799,Clinton,227,Firearm,1,1
-77.593736768935813,43.143157574120067,71,150,03-193725,2003-06-18T04:00:00.000Z,6,2003,2003-06-30T04:00:00.000Z,6,2003,12,CLOSED,"534 GOODMAN ST SOUTH, ROCHESTER, NY, 14607",43.143149,-77.593734,Goodman,265,Knife/Cutting Instrument,1,1
-77.592961769355014,43.15982457697077,72,149,03-208129,2003-06-29T04:00:00.000Z,6,2003,2003-06-29T04:00:00.000Z,6,2003,0,CLOSED,"727 MAIN ST EAST, ROCHESTER, NY, 14607",43.159816,-77.592959,Goodman,225,Firearm,1,3
-77.608766776445719,43.179236580357944,70,151,03-214190,2003-07-03T04:00:00.000Z,7,2003,2003-07-03T04:00:00.000Z,7,2003,0,OPEN,"795 JOSEPH AVE, ROCHESTER, NY, 14621",43.179228,-77.608764,Clinton,247,Firearm,1,
-77.612600778917269,43.189914582062876,69,152,03-218393,2003-07-06T04:00:00.000Z,7,2003,2003-07-06T04:00:00.000Z,7,2003,0,OPEN,"1612 CLINTON AVE NORTH, ROCHESTER, NY, 14621",43.189906,-77.612598,Clinton,207,Unknown,1,
-77.559500760364898,43.173963581445818,68,153,03-230942,2003-07-17T04:00:00.000Z,7,2003,2003-07-17T04:00:00.000Z,7,2003,0,CLOSED,"637 ROCKET ST, ROCHESTER, NY, 14609",43.173955,-77.559498,Goodman,205,Firearm,1,1
-77.60145777255056,43.16374457785335,67,154,03-233649,2003-07-19T04:00:00.000Z,7,2003,2003-07-19T04:00:00.000Z,7,2003,0,OPEN,"328 NORTH ST, ROCHESTER, NY, 14605",43.163736,-77.601455,Clinton,287,Firearm,1,
-77.629059780185017,43.152332574453773,66,155,03-237981,2003-07-22T04:00:00.000Z,7,2003,2003-07-22T04:00:00.000Z,7,2003,0,OPEN,"145 JEFFERSON AVE, ROCHESTER, NY, 14611",43.152324,-77.629057,Genesee,213,Firearm,1,
-77.646723786566241,43.149270572841722,65,156,03-242731,2003-07-26T04:00:00.000Z,7,2003,2003-07-26T04:00:00.000Z,7,2003,0,OPEN,"33 THORNDALE TER, ROCHESTER, NY, 14611",43.149262,-77.646721,Genesee,203,Firearm,1,
-77.627380780684646,43.164172576591355,64,157,03-245613,2003-07-28T04:00:00.000Z,7,2003,2003-07-28T04:00:00.000Z,7,2003,0,CLOSED,"439 VERONA ST, ROCHESTER, NY, 14608",43.164164,-77.627378,Central,209,Firearm,1,1
-77.607648775550516,43.17988557992345,63,158,03-247746,2003-07-30T04:00:00.000Z,7,2003,2003-07-30T04:00:00.000Z,7,2003,0,CLOSED,"826 JOSEPH AVE, ROCHESTER, NY, 14621",43.179877,-77.607646,Clinton,257,Firearm,1,3
-77.621808780398993,43.178446579706872,62,159,03-272749,2003-08-19T04:00:00.000Z,8,2003,2003-08-19T04:00:00.000Z,8,2003,0,OPEN,"69 HARRIS ST, ROCHESTER, NY, 14621",43.178438,-77.621806,Clinton,247,Firearm,1,
-77.56881976186439,43.158184578135824,61,160,03-288309,2003-08-31T04:00:00.000Z,8,2003,2003-08-31T04:00:00.000Z,8,2003,0,CLOSED,"173 LEIGHTON AVE, ROCHESTER, NY, 14609",43.158176,-77.568817,Goodman,225,Firearm,1,1
-77.610199775596868,43.162765576700366,60,161,03-294597,2003-09-06T04:00:00.000Z,9,2003,2003-09-06T04:00:00.000Z,9,2003,0,OPEN,"320 CENTRAL AVE, ROCHESTER, NY, 14605",43.162757,-77.610197,Clinton,287,Firearm,1,
-77.595665772782866,43.182050581279512,59,162,03-296189,2003-09-07T04:00:00.000Z,9,2003,2003-09-07T04:00:00.000Z,9,2003,0,OPEN,"1259 NORTH ST, ROCHESTER, NY, 14621",43.182042,-77.595663,Clinton,227,Firearm,1,
-77.617501778386981,43.173072578123055,57,164,03-307530,2003-09-17T04:00:00.000Z,9,2003,2003-09-17T04:00:00.000Z,9,2003,0,CLOSED,"67 SCRANTOM ST, ROCHESTER, NY, 14605",43.173064,-77.617499,Clinton,277,Firearm,1,1
-77.626274779833523,43.146300572979918,58,163,03-307572,2003-09-17T04:00:00.000Z,9,2003,2003-09-17T04:00:00.000Z,9,2003,0,OPEN,"161 REYNOLDS ST, ROCHESTER, NY, 14608",43.146292,-77.626272,Genesee,233,Firearm,1,
-77.646318786915913,43.165453575763273,56,165,03-312393,2003-09-21T04:00:00.000Z,9,2003,2003-09-21T04:00:00.000Z,9,2003,0,OPEN,"55 LOIS ST, ROCHESTER, NY, 14606",43.165445,-77.646316,Lake,261,Firearm,1,
-77.614031778920562,43.186235581008106,284,579,03-320534,2003-09-28T04:00:00.000Z,9,2003,2013-10-24T04:00:00.000Z,10,2013,3679,CLOSED,"1441 CLINTON AVE NORTH, ROCHESTER, NY, 14621",43.186227,-77.614029,Clinton,217,Firearm,1,1
-77.557920756949713,43.142342575230536,55,166,03-327855,2003-10-05T04:00:00.000Z,10,2003,2003-10-05T04:00:00.000Z,10,2003,0,OPEN,"139 WINTON RD S, ROCHESTER, NY, 14610",43.142334,-77.557918,Goodman,255,Firearm,1,
-77.641487783154489,43.14046657138968,54,167,03-328421,2003-10-05T04:00:00.000Z,10,2003,2003-10-05T04:00:00.000Z,10,2003,0,OPEN,"110 TRAFALGAR ST, ROCHESTER, NY, 14619",43.140458,-77.641485,Genesee,223,Firearm,1,
-77.580096765814545,43.170915579708932,53,168,03-349599,2003-10-25T04:00:00.000Z,10,2003,2003-10-28T04:00:00.000Z,10,2003,3,CLOSED,"509 BAY ST, ROCHESTER, NY, 14609",43.170907,-77.580094,Clinton,297,Physical,1,1
-77.598953773101101,43.180719580395369,52,169,03-353552,2003-10-29T04:00:00.000Z,10,2003,2003-10-29T04:00:00.000Z,10,2003,0,OPEN,"862 HUDSON AVE, ROCHESTER, NY, 14621",43.180711,-77.598951,Clinton,257,Firearm,1,
-77.624779779388504,43.153041574201367,51,170,03-353577,2003-10-29T04:00:00.000Z,10,2003,2003-10-29T04:00:00.000Z,10,2003,0,OPEN,"452 MAIN ST WEST, ROCHESTER, NY, 14608",43.153033,-77.624777,Genesee,213,Firearm,1,
-77.576892764375756,43.161128577953491,50,171,03-354607,2003-10-30T04:00:00.000Z,10,2003,2003-10-30T04:00:00.000Z,10,2003,0,OPEN,"1311 MAIN ST EAST, ROCHESTER, NY, 14609",43.16112,-77.57689,Goodman,225,Physical,1,
-77.632967784135516,43.175174578645859,49,172,03-366971,2003-11-11T05:00:00.000Z,11,2003,2003-11-11T05:00:00.000Z,11,2003,0,CLOSED,"144 RAVINE AVE, ROCHESTER, NY, 14613",43.175166,-77.632965,Lake,251,Firearm,1,1
-77.64212578345834,43.142071571920447,48,173,03-380291,2003-11-25T05:00:00.000Z,11,2003,2003-11-25T05:00:00.000Z,11,2003,0,OPEN,"323 ARNETT BLVD, ROCHESTER, NY, 14619",43.142063,-77.642123,Genesee,223,Firearm,2,
-77.642129786767981,43.177433578034886,47,174,03-385875,2003-12-01T05:00:00.000Z,12,2003,2003-12-01T05:00:00.000Z,12,2003,0,CLOSED,"75 ORIOLE ST, ROCHESTER, NY, 14613",43.177425,-77.642127,Lake,241,Knife/Cutting Instrument,1,1
-77.636265781621859,43.131474570612049,46,175,03-392656,2003-12-07T05:00:00.000Z,12,2003,2003-12-07T05:00:00.000Z,12,2003,0,OPEN,"945 GENESEE ST, ROCHESTER, NY, 14619",43.131466,-77.636263,Genesee,253,Firearm,1,
-77.628002779990794,43.154416574877189,45,176,03-397765,2003-12-12T05:00:00.000Z,12,2003,2003-12-12T05:00:00.000Z,12,2003,0,OPEN,"39 MADISON ST, ROCHESTER, NY, 14608",43.154408,-77.628,Genesee,213,Firearm,1,
-77.632876783954913,43.174524578065146,10,177,03-406358,2003-12-22T05:00:00.000Z,12,2003,2003-12-22T05:00:00.000Z,12,2003,0,OPEN,"22 LOCUST ST, ROCHESTER, NY, 14613",43.174516,-77.632874,Lake,251,Firearm,1,
-77.656290792751463,43.196597581142584,702,178,03-409803,2003-12-26T05:00:00.000Z,12,2003,2003-12-26T05:00:00.000Z,12,2003,0,CLOSED,"128 PERINTON ST, ROCHESTER, NY, 14615",43.196589,-77.656288,Lake,221,Firearm,1,1
-77.592409770085368,43.16283557777372,701,179,03-411800,2003-12-28T05:00:00.000Z,12,2003,2003-12-28T05:00:00.000Z,12,2003,0,OPEN,"192 UNION ST NORTH, ROCHESTER, NY, 14605",43.162827,-77.592407,Clinton,297,Firearm,1,
-77.578780767496269,43.185814582382079,700,180,04-005762,2004-01-06T05:00:00.000Z,1,2004,2004-01-06T05:00:00.000Z,1,2004,0,CLOSED,"174 MIDLAND AVE, ROCHESTER, NY, 14621",43.185806,-77.578778,Clinton,237,Firearm,1,1
-77.587632767898143,43.160303577142948,697,184,04-042819,2004-02-11T05:00:00.000Z,2,2004,2004-02-19T05:00:00.000Z,2,2004,8,CLOSED,"7 BIRCH CRES, ROCHESTER, NY, 14607",43.160295,-77.58763,Goodman,225,Physical,1,1
-77.622164780167893,43.181091579643955,699,182,04-043807,2004-02-12T05:00:00.000Z,2,2004,2004-02-12T05:00:00.000Z,2,2004,0,CLOSED,"169 AVENUE E, ROCHESTER, NY, 14621",43.181083,-77.622162,Clinton,217,Firearm,1,3
-77.650652788020381,43.161697575283675,698,183,04-044170,2004-02-13T05:00:00.000Z,2,2004,2004-02-13T05:00:00.000Z,2,2004,0,CLOSED,"123 LOUISE ST, ROCHESTER, NY, 14606",43.161689,-77.65065,Lake,281,Knife/Cutting Instrument,1,1
-77.614925778557762,43.186616581310609,696,185,04-054349,2004-02-23T05:00:00.000Z,2,2004,2004-02-23T05:00:00.000Z,2,2004,0,CLOSED,"330 NORTON ST, ROCHESTER, NY, 14621",43.186608,-77.614923,Clinton,217,Firearm,1,2
-77.575519766022282,43.185100582237695,695,186,04-060019,2004-02-28T05:00:00.000Z,2,2004,2004-02-28T05:00:00.000Z,2,2004,0,OPEN,"17 YATES ST, ROCHESTER, NY, 14609",43.185092,-77.575517,Goodman,205,Other,1,
-77.557055759028131,43.176714581733016,694,187,04-070305,2004-03-08T05:00:00.000Z,3,2004,2004-03-08T05:00:00.000Z,3,2004,0,CLOSED,"6 EMPIRE BLVD, ROCHESTER, NY, 14609",43.176706,-77.557053,Goodman,205,Firearm,1,1
-77.654154789165801,43.152102573188415,693,188,04-083353,2004-03-20T04:00:00.000Z,3,2004,2004-03-20T04:00:00.000Z,3,2004,0,OPEN,"13 GLIDE ST, ROCHESTER, NY, 14611",43.152094,-77.654152,Genesee,203,Firearm,1,
-77.584579768110856,43.169707579214887,692,189,04-124010,2004-04-24T04:00:00.000Z,4,2004,2004-04-24T04:00:00.000Z,4,2004,0,CLOSED,"330 FOURTH ST, ROCHESTER, NY, 14605",43.169699,-77.584577,Clinton,297,Firearm,1,1
-77.583164766351189,43.163354578615539,691,190,04-135475,2004-05-03T04:00:00.000Z,5,2004,2004-05-03T04:00:00.000Z,5,2004,0,CLOSED,"509 GOODMAN ST NORTH, ROCHESTER, NY, 14609",43.163346,-77.583162,Goodman,225,Firearm,1,1
-77.603342774308686,43.182979581051931,689,193,04-164481,2004-05-28T04:00:00.000Z,5,2004,2004-05-28T04:00:00.000Z,5,2004,0,OPEN,"111 BAUMAN ST, ROCHESTER, NY, 14621",43.182971,-77.60334,Clinton,227,Firearm,1,
-77.630474783386433,43.173786577905851,690,192,04-165944,2004-05-28T04:00:00.000Z,5,2004,2004-05-28T04:00:00.000Z,5,2004,0,CLOSED,"38 EMERSON ST, ROCHESTER, NY, 14613",43.173778,-77.630472,Lake,271,Firearm,1,1
-77.601472773971437,43.178664579873463,688,195,04-202741,2004-06-28T04:00:00.000Z,6,2004,2004-06-28T04:00:00.000Z,6,2004,0,OPEN,"314 WILKINS ST, ROCHESTER, NY, 14621",43.178656,-77.60147,Clinton,257,Firearm,1,
-77.588648769145607,43.176758580475656,687,196,04-206330,2004-06-30T04:00:00.000Z,6,2004,2004-06-30T04:00:00.000Z,6,2004,0,CLOSED,"62 TRUST ST, ROCHESTER, NY, 14621",43.17675,-77.588646,Clinton,267,Firearm,1,1
-77.612866779020393,43.190124582091805,686,197,04-217951,2004-07-09T04:00:00.000Z,7,2004,2004-07-09T04:00:00.000Z,7,2004,0,CLOSED,"1624 CLINTON AVE NORTH, ROCHESTER, NY, 14621",43.190116,-77.612864,Clinton,207,Physical,1,1
-77.631352782232341,43.160430575591796,685,198,04-219056,2004-07-10T04:00:00.000Z,7,2004,2004-07-10T04:00:00.000Z,7,2004,0,CLOSED,"627 SMITH ST, ROCHESTER, NY, 14606",43.160422,-77.63135,Lake,291,Firearm,1,2
-77.611580777766761,43.180012580361236,684,200,04-237557,2004-07-24T04:00:00.000Z,7,2004,2004-07-24T04:00:00.000Z,7,2004,0,OPEN,"22 BLOOMINGDALE ST, ROCHESTER, NY, 14621",43.180004,-77.611578,Clinton,247,Firearm,1,
-77.599723773036175,43.173714579263063,683,201,04-245338,2004-07-30T04:00:00.000Z,7,2004,2004-07-30T04:00:00.000Z,7,2004,0,OPEN,"519 HUDSON AVE, ROCHESTER, NY, 14605",43.173706,-77.599721,Clinton,277,Firearm,1,
-77.641744788290367,43.190210580537546,682,202,04-255240,2004-08-07T04:00:00.000Z,8,2004,2004-08-07T04:00:00.000Z,8,2004,0,CLOSED,"412 MAGEE AVE, ROCHESTER, NY, 14613",43.190202,-77.641742,Lake,221,Firearm,1,1
-77.610769776727906,43.182087580694962,681,203,04-256064,2004-08-08T04:00:00.000Z,8,2004,2004-08-08T04:00:00.000Z,8,2004,0,CLOSED,"338 REMINGTON ST, ROCHESTER, NY, 14621",43.182079,-77.610767,Clinton,217,Firearm,1,1
-77.629823780322482,43.149457573654168,680,204,04-260118,2004-08-11T04:00:00.000Z,8,2004,2004-08-11T04:00:00.000Z,8,2004,0,CLOSED,"83 CLIFTON ST, ROCHESTER, NY, 14611",43.149449,-77.629821,Genesee,213,Knife/Cutting Instrument,1,1
-77.601406774213828,43.175813579865967,678,206,04-266102,2004-08-16T04:00:00.000Z,8,2004,2004-08-16T04:00:00.000Z,8,2004,0,OPEN,"83 BARONS ST, ROCHESTER, NY, 14621",43.175805,-77.601404,Clinton,257,Firearm,1,
-77.643078785933227,43.159490574969112,679,205,04-266174,2004-08-16T04:00:00.000Z,8,2004,2004-08-16T04:00:00.000Z,8,2004,0,OPEN,"828 JAY ST, ROCHESTER, NY, 14606",43.159482,-77.643076,Lake,281,Firearm,1,
