X,Y,OBJECTID,Id,CaseNumber,OccurredDate,OccurredMonth,OccurredYear,DateOfDeath,DateOfDeathMonth,DateOfDeathYear,DateDifference,CaseStatus,Address,Latitude,Longitude,Section,Beat,WeaponCategory,VictimCount,ArresteeCount
-77.629234780470412,43.152653574660171,677,207,04-270260,2004-08-19T04:00:00.000Z,8,2004,2004-08-19T04:00:00.000Z,8,2004,0,OPEN,"127 JEFFERSON AVE, ROCHESTER, NY, 14611",43.152645,-77.629232,Genesee,213,Blunt Object,1,
-77.606767776196321,43.181197580811471,676,208,04-281450,2004-08-29T04:00:00.000Z,8,2004,2004-08-29T04:00:00.000Z,8,2004,0,CLOSED,"10 LUDWIG PARK, ROCHESTER, NY, 14621",43.181189,-77.606765,Clinton,227,Knife/Cutting Instrument,1,3
-77.617200779319063,43.186213580469058,675,209,04-282205,2004-08-30T04:00:00.000Z,8,2004,2004-08-30T04:00:00.000Z,8,2004,0,CLOSED,"245 NORTON ST, ROCHESTER, NY, 14621",43.186205,-77.617198,Clinton,217,Physical,1,1
-77.607867775504943,43.177642580175288,674,210,04-302019,2004-09-14T04:00:00.000Z,9,2004,2004-09-14T04:00:00.000Z,9,2004,0,CLOSED,"1 LANGHAM ST, ROCHESTER, NY, 14621",43.177634,-77.607865,Clinton,247,Firearm,1,1
-77.644150787524509,43.170844576743789,673,211,04-311087,2004-09-23T04:00:00.000Z,9,2004,2004-09-23T04:00:00.000Z,9,2004,0,OPEN,"86 DELMAR ST, ROCHESTER, NY, 14606",43.170836,-77.644148,Lake,261,Firearm,1,
-77.639343783106042,43.143317572445724,672,212,04-317815,2004-09-28T04:00:00.000Z,9,2004,2004-09-28T04:00:00.000Z,9,2004,0,OPEN,"286 KENWOOD AVE, ROCHESTER, NY, 14611",43.143309,-77.639341,Genesee,223,Firearm,1,
-77.647221786400166,43.145164572666879,671,213,04-342346,2004-10-22T04:00:00.000Z,10,2004,2004-10-22T04:00:00.000Z,10,2004,0,OPEN,"71 SHERWOOD AVE, ROCHESTER, NY, 14619",43.145156,-77.647219,Genesee,223,Other,1,
-77.612908777954303,43.189907581366811,670,214,04-363367,2004-11-10T05:00:00.000Z,11,2004,2004-11-10T05:00:00.000Z,11,2004,0,CLOSED,"1616 CLINTON AVE NORTH, ROCHESTER, NY, 14621",43.189899,-77.612906,Clinton,207,Unknown,1,1
-77.61282577659118,43.172377578616512,669,215,04-379027,2004-11-26T05:00:00.000Z,11,2004,2004-11-26T05:00:00.000Z,11,2004,0,OPEN,"765 CLINTON AVE NORTH, ROCHESTER, NY, 14605",43.172369,-77.612823,Clinton,277,Firearm,1,
-77.620360776493143,43.141855572616009,668,216,04-398007,2004-12-14T05:00:00.000Z,12,2004,2004-12-14T05:00:00.000Z,12,2004,0,OPEN,"717 PLYMOUTH AVE SOUTH, ROCHESTER, NY, 14608",43.141847,-77.620358,Genesee,233,Firearm,1,
-77.587965769196614,43.17071157919608,667,217,04-407662,2004-12-24T05:00:00.000Z,12,2004,2004-12-24T05:00:00.000Z,12,2004,0,CLOSED,"229 BAY ST, ROCHESTER, NY, 14605",43.170703,-77.587963,Clinton,297,Firearm,1,1
-77.60145777255056,43.16374457785335,664,220,04-409066,2004-12-27T05:00:00.000Z,12,2004,2005-01-07T05:00:00.000Z,1,2005,11,CLOSED,"328 NORTH ST, ROCHESTER, NY, 14605",43.163736,-77.601455,Clinton,287,Firearm,1,1
-77.612887775103189,43.140660572721181,666,218,04-412750,2004-12-31T05:00:00.000Z,12,2004,2005-01-01T05:00:00.000Z,1,2005,1,CLOSED,"24 SANFORD ST, ROCHESTER, NY, 14620",43.140652,-77.612885,Genesee,263,Firearm,1,1
-77.585033768407655,43.179099581252125,665,219,05-000239,2005-01-01T05:00:00.000Z,1,2005,2005-01-01T05:00:00.000Z,1,2005,0,CLOSED,"67 AURORA ST, ROCHESTER, NY, 14621",43.179091,-77.585031,Clinton,267,Firearm,1,1
-77.594236769917629,43.161536577442014,663,221,05-009606,2005-01-10T05:00:00.000Z,1,2005,2005-01-10T05:00:00.000Z,1,2005,0,OPEN,"137 WELD ST, ROCHESTER, NY, 14605",43.161528,-77.594234,Clinton,297,Firearm,1,
-77.651841787040169,43.144000572221564,662,222,05-012572,2005-01-13T05:00:00.000Z,1,2005,2005-01-13T05:00:00.000Z,1,2005,0,CLOSED,"136 SALINA ST, ROCHESTER, NY, 14619",43.143992,-77.651839,Genesee,223,Firearm,1,1
-77.647994786933268,43.157509574670257,661,223,05-026561,2005-01-29T05:00:00.000Z,1,2005,2005-01-29T05:00:00.000Z,1,2005,0,CLOSED,"712 CAMPBELL ST, ROCHESTER, NY, 14611",43.157501,-77.647992,Lake,281,Knife/Cutting Instrument,1,1
-77.605065773492186,43.155254575877059,9,224,05-044106,2005-02-16T05:00:00.000Z,2,2005,2005-02-16T05:00:00.000Z,2,2005,0,CLOSED,"226 BROAD ST E, ROCHESTER, NY, 14604",43.155246,-77.605063,Central,219,Knife/Cutting Instrument,1,1
-77.637102781726611,43.135945570995048,580,310,05-052789,2005-02-25T05:00:00.000Z,2,2005,2006-10-29T04:00:00.000Z,10,2006,611,OPEN,"36 W HIGH TER, ROCHESTER, NY, 14619",43.135937,-77.6371,Genesee,253,Firearm,1,
-77.630327780299794,43.148333573786744,660,225,05-053885,2005-02-26T05:00:00.000Z,2,2005,2005-02-26T05:00:00.000Z,2,2005,0,CLOSED,"25 ST CLAIR ST, ROCHESTER, NY, 14611",43.148325,-77.630325,Genesee,213,Knife/Cutting Instrument,1,1
-77.600038771856703,43.163339577761107,659,226,05-054370,2005-02-26T05:00:00.000Z,2,2005,2005-02-26T05:00:00.000Z,2,2005,0,CLOSED,"25 WELD ST, ROCHESTER, NY, 14605",43.163331,-77.600036,Clinton,287,Firearm,1,1
-77.631130779612349,43.139014571664596,658,227,05-061867,2005-03-06T05:00:00.000Z,3,2005,2005-03-06T05:00:00.000Z,3,2005,0,CLOSED,"72 SHELTER ST, ROCHESTER, NY, 14611",43.139006,-77.631128,Genesee,253,Firearm,1,1
-77.599269772734331,43.169059578348062,657,228,05-087653,2005-03-30T04:00:00.000Z,3,2005,2005-03-30T04:00:00.000Z,3,2005,0,CLOSED,"84 WILSON ST, ROCHESTER, NY, 14605",43.169051,-77.599267,Clinton,287,Firearm,1,1
-77.652143790741334,43.183630578574835,656,229,05-094950,2005-04-06T04:00:00.000Z,4,2005,2005-04-06T04:00:00.000Z,4,2005,0,OPEN,"108 NEWBURY ST, ROCHESTER, NY, 14613",43.183622,-77.652141,Lake,221,Firearm,1,
-77.595008768856744,43.147136575202097,635,250,05-110887,2005-04-21T04:00:00.000Z,4,2005,2005-09-05T04:00:00.000Z,9,2005,137,CLOSED,"443 MONROE AVE, ROCHESTER, NY, 14607",43.147128,-77.595006,Goodman,265,Physical,1,1
-77.607066775588095,43.172370578434773,655,230,05-116564,2005-04-27T04:00:00.000Z,4,2005,2005-04-27T04:00:00.000Z,4,2005,0,CLOSED,"30 QUAMINA DR, ROCHESTER, NY, 14605",43.172362,-77.607064,Clinton,277,Knife/Cutting Instrument,1,2
-77.633215782872654,43.169342577557593,654,231,05-121662,2005-04-30T04:00:00.000Z,4,2005,2005-04-30T04:00:00.000Z,4,2005,0,OPEN,"231 SARATOGA AVE, ROCHESTER, NY, 14613",43.169334,-77.633213,Lake,271,Firearm,1,
-77.591999767904184,43.144324574540839,653,232,05-142269,2005-05-18T04:00:00.000Z,5,2005,2005-05-18T04:00:00.000Z,5,2005,0,CLOSED,"44 AMHERST ST, ROCHESTER, NY, 14607",43.144316,-77.591997,Goodman,265,Knife/Cutting Instrument,1,1
-77.619139780022621,43.188501580924111,645,240,05-142897,2005-05-19T04:00:00.000Z,5,2005,2005-07-02T04:00:00.000Z,7,2005,44,OPEN,"31 STRONG ST, ROCHESTER, NY, 14621",43.188493,-77.619137,Clinton,207,Firearm,1,
-77.624280781632521,43.184844580383739,652,233,05-144101,2005-05-19T04:00:00.000Z,5,2005,2005-05-19T04:00:00.000Z,5,2005,0,OPEN,"1564 ST PAUL ST, ROCHESTER, NY, 14621",43.184836,-77.624278,Clinton,217,Firearm,1,
-77.628743780152305,43.145350572798122,651,234,05-176578,2005-06-14T04:00:00.000Z,6,2005,2005-06-14T04:00:00.000Z,6,2005,0,CLOSED,"480 JEFFERSON AVE, ROCHESTER, NY, 14608",43.145342,-77.628741,Genesee,233,Unknown,1,1
-77.586358769783089,43.181969581152629,650,235,05-177351,2005-06-15T04:00:00.000Z,6,2005,2005-06-15T04:00:00.000Z,6,2005,0,CLOSED,"9 RANDOLPH ST, ROCHESTER, NY, 14621",43.181961,-77.586356,Clinton,237,Firearm,1,1
-77.597555772668414,43.178652580159799,649,236,05-184604,2005-06-21T04:00:00.000Z,6,2005,2005-06-21T04:00:00.000Z,6,2005,0,OPEN,"463 WILKINS ST, ROCHESTER, NY, 14621",43.178644,-77.597553,Clinton,257,Physical,1,
-77.627611779024676,43.138847572243364,648,237,05-186745,2005-06-23T04:00:00.000Z,6,2005,2005-06-23T04:00:00.000Z,6,2005,0,CLOSED,"58 NELLIS PARK, ROCHESTER, NY, 14608",43.138839,-77.627609,Genesee,253,Knife/Cutting Instrument,1,1
-77.620029779501849,43.174041579049977,647,238,05-189617,2005-06-25T04:00:00.000Z,6,2005,2005-06-25T04:00:00.000Z,6,2005,0,CLOSED,"44 EVERGREEN ST, ROCHESTER, NY, 14605",43.174033,-77.620027,Clinton,277,Firearm,1,1
-77.651033786108911,43.131240569603698,646,239,05-190732,2005-06-26T04:00:00.000Z,6,2005,2005-06-26T04:00:00.000Z,6,2005,0,CLOSED,"683 THURSTON RD, ROCHESTER, NY, 14619",43.131232,-77.651031,Genesee,243,Firearm,1,1
-77.613518778511335,43.184595581030578,644,241,05-199365,2005-07-02T04:00:00.000Z,7,2005,2005-07-02T04:00:00.000Z,7,2005,0,CLOSED,"1358 CLINTON AVE NORTH, ROCHESTER, NY, 14621",43.184587,-77.613516,Clinton,217,Firearm,1,1
-77.608134774903462,43.166793578205827,643,242,05-199685,2005-07-03T04:00:00.000Z,7,2005,2005-07-03T04:00:00.000Z,7,2005,0,OPEN,"77 KELLY ST, ROCHESTER, NY, 14605",43.166785,-77.608132,Clinton,287,Firearm,1,
-77.609589775963272,43.17737357981045,642,243,05-206459,2005-07-09T04:00:00.000Z,7,2005,2005-07-09T04:00:00.000Z,7,2005,0,CLOSED,"18 LANGHAM ST, ROCHESTER, NY, 14621",43.177365,-77.609587,Clinton,247,Firearm,1,1
-77.644360785333191,43.144140571850684,641,244,05-217555,2005-07-18T04:00:00.000Z,7,2005,2005-07-18T04:00:00.000Z,7,2005,0,OPEN,"162 NORMANDY AVE, ROCHESTER, NY, 14619",43.144132,-77.644358,Genesee,223,Firearm,1,
-77.633956784788779,43.181095579479155,620,265,05-221408,2005-07-21T04:00:00.000Z,7,2005,2005-11-16T05:00:00.000Z,11,2005,118,CLOSED,"152 DRIVING PARK AVE, ROCHESTER, NY, 14613",43.181087,-77.633954,Lake,251,Physical,1,1
-77.638739783936188,43.151585574152243,640,245,05-224140,2005-07-23T04:00:00.000Z,7,2005,2005-07-23T04:00:00.000Z,7,2005,0,CLOSED,"35 DANFORTH ST, ROCHESTER, NY, 14611",43.151577,-77.638737,Genesee,203,Firearm,1,1
-77.645578785722421,43.144910572412854,639,246,05-246716,2005-08-10T04:00:00.000Z,8,2005,2005-08-10T04:00:00.000Z,8,2005,0,CLOSED,"104 WOODBINE AVE, ROCHESTER, NY, 14619",43.144902,-77.645576,Genesee,223,Firearm,1,1
-77.632326780852608,43.134981571424625,638,247,05-260399,2005-08-22T04:00:00.000Z,8,2005,2005-08-22T04:00:00.000Z,8,2005,0,CLOSED,"42 ELGIN ST, ROCHESTER, NY, 14611",43.134973,-77.632324,Genesee,253,Firearm,1,1
-77.645690787498665,43.169795576372813,637,248,05-265968,2005-08-26T04:00:00.000Z,8,2005,2005-08-26T04:00:00.000Z,8,2005,0,CLOSED,"33 STERLING ST, ROCHESTER, NY, 14606",43.169787,-77.645688,Lake,261,Firearm,1,1
-77.637279785808616,43.184608580085936,636,249,05-267338,2005-08-28T04:00:00.000Z,8,2005,2005-08-28T04:00:00.000Z,8,2005,0,CLOSED,"247 PIERPONT ST, ROCHESTER, NY, 14613",43.1846,-77.637277,Lake,231,Firearm,1,1
-77.589641769798178,43.177030580299885,633,251,05-285202,2005-09-13T04:00:00.000Z,9,2005,2005-09-13T04:00:00.000Z,9,2005,0,CLOSED,"17 FERNWOOD AVE, ROCHESTER, NY, 14621",43.177022,-77.589639,Clinton,267,Knife/Cutting Instrument,1,1
-77.665984793805563,43.173820576304792,632,252,05-289160,2005-09-15T04:00:00.000Z,9,2005,2005-09-15T04:00:00.000Z,9,2005,0,OPEN,"1321 EMERSON ST, ROCHESTER, NY, 14606",43.173812,-77.665982,Lake,241,Firearm,1,
-77.595590770756289,43.156769576408372,630,254,05-289745,2005-09-17T04:00:00.000Z,9,2005,2005-09-25T04:00:00.000Z,9,2005,8,CLOSED,"30 UNION ST NORTH, ROCHESTER, NY, 14607",43.156761,-77.595588,Central,219,Knife/Cutting Instrument,1,2
-77.609094782671562,43.258172594500245,631,253,05-297797,2005-09-24T04:00:00.000Z,9,2005,2005-09-24T04:00:00.000Z,9,2005,0,CLOSED,"4791 LAKE AVE, ROCHESTER, NY, 14612",43.258164,-77.609092,Lake,201,Firearm,1,1
-77.625791780938911,43.162980576234624,622,263,05-301249,2005-09-27T04:00:00.000Z,9,2005,2005-10-21T04:00:00.000Z,10,2005,24,CLOSED,"382 SMITH ST, ROCHESTER, NY, 14608",43.162972,-77.625789,Central,209,Firearm,1,1
-77.612373777537741,43.180962580085115,629,255,05-302860,2005-09-28T04:00:00.000Z,9,2005,2005-09-28T04:00:00.000Z,9,2005,0,CLOSED,"28 BISMARK TER, ROCHESTER, NY, 14621",43.180954,-77.612371,Clinton,217,Firearm,1,2
-77.644259786434517,43.157507574288985,628,256,05-305309,2005-09-30T04:00:00.000Z,9,2005,2005-09-30T04:00:00.000Z,9,2005,0,CLOSED,"592 CAMPBELL ST, ROCHESTER, NY, 14611",43.157499,-77.644257,Lake,281,Firearm,1,1
-77.588358769200354,43.175394579775713,627,257,05-306802,2005-10-02T04:00:00.000Z,10,2005,2005-10-02T04:00:00.000Z,10,2005,0,CLOSED,"1271 CLIFFORD AVE, ROCHESTER, NY, 14605",43.175386,-77.588356,Clinton,267,Firearm,1,1
-77.599977769731652,43.139198572816241,634,258,05-306890,2005-10-02T04:00:00.000Z,10,2005,2005-10-02T04:00:00.000Z,10,2005,0,OPEN,"791 MEIGS ST, ROCHESTER, NY, 14620",43.13919,-77.599975,Goodman,265,Knife/Cutting Instrument,1,
-77.593605770600277,43.175139579884835,626,259,05-312986,2005-10-06T04:00:00.000Z,10,2005,2005-10-06T04:00:00.000Z,10,2005,0,CLOSED,"206 LINCOLN ST, ROCHESTER, NY, 14605",43.175131,-77.593603,Clinton,277,Unknown,1,1
-77.632478785712351,43.196713581845344,625,260,05-316833,2005-10-12T04:00:00.000Z,10,2005,2005-10-12T04:00:00.000Z,10,2005,0,CLOSED,"165 RIDGE RD WEST, ROCHESTER, NY, 14615",43.196705,-77.632476,Lake,211,Firearm,2,1
-77.593756771650774,43.181770580871955,624,261,05-317464,2005-10-12T04:00:00.000Z,10,2005,2005-10-12T04:00:00.000Z,10,2005,0,OPEN,"190 ROYCROFT DR, ROCHESTER, NY, 14621",43.181762,-77.593754,Clinton,237,Firearm,1,
-77.642486785175734,43.157694575133213,623,262,05-318649,2005-10-13T04:00:00.000Z,10,2005,2005-10-13T04:00:00.000Z,10,2005,0,CLOSED,"524 CAMPBELL ST, ROCHESTER, NY, 14611",43.157686,-77.642484,Lake,291,Firearm,1,1
-77.631649781329628,43.151568574136959,587,301,05-326146,2005-10-21T04:00:00.000Z,10,2005,2006-07-15T04:00:00.000Z,7,2006,267,CLOSED,"706 MAIN ST WEST, ROCHESTER, NY, 14611",43.15156,-77.631647,Genesee,213,Unknown,1,1
-77.6277137814767,43.165688576630757,621,264,05-344508,2005-11-08T05:00:00.000Z,11,2005,2005-11-08T05:00:00.000Z,11,2005,0,CLOSED,"202 SPENCER ST, ROCHESTER, NY, 14608",43.16568,-77.627711,Lake,271,Physical,1,1
-77.623445781360488,43.179470579625438,619,266,05-355771,2005-11-19T05:00:00.000Z,11,2005,2005-11-19T05:00:00.000Z,11,2005,0,CLOSED,"54 AVENUE C, ROCHESTER, NY, 14621",43.179462,-77.623443,Clinton,247,Knife/Cutting Instrument,1,1
-77.624878778731727,43.153024574781433,618,267,05-362874,2005-11-28T05:00:00.000Z,11,2005,2005-11-28T05:00:00.000Z,11,2005,0,CLOSED,"458 MAIN ST WEST, ROCHESTER, NY, 14608",43.153016,-77.624876,Genesee,213,Firearm,1,1
-77.599278773330113,43.184555581609395,617,268,05-366385,2005-12-01T05:00:00.000Z,12,2005,2005-12-01T05:00:00.000Z,12,2005,0,OPEN,"6 SOBIESKI ST, ROCHESTER, NY, 14621",43.184547,-77.599276,Clinton,227,Firearm,1,
-77.603547772155537,43.144197574192027,616,269,05-372164,2005-12-08T05:00:00.000Z,12,2005,2005-12-08T05:00:00.000Z,12,2005,0,OPEN,"272 AVERILL AVE, ROCHESTER, NY, 14620",43.144189,-77.603545,Central,229,Knife/Cutting Instrument,1,
-77.638636786818395,43.188436580310544,8,270,05-382265,2005-12-19T05:00:00.000Z,12,2005,2005-12-19T05:00:00.000Z,12,2005,0,OPEN,"1210 DEWEY AVE, ROCHESTER, NY, 14613",43.188428,-77.638634,Lake,231,Firearm,1,
-77.641667786782463,43.178819578959789,615,271,06-015948,2006-01-16T05:00:00.000Z,1,2006,2006-01-16T05:00:00.000Z,1,2006,0,CLOSED,"140 ORIOLE ST, ROCHESTER, NY, 14613",43.178811,-77.641665,Lake,241,Firearm,1,1
-77.651603788278379,43.164784575542861,583,306,06-016088,2006-01-16T05:00:00.000Z,1,2006,2006-10-01T04:00:00.000Z,10,2006,258,OPEN,"1018 LYELL AVE, ROCHESTER, NY, 14606",43.164776,-77.651601,Lake,281,Firearm,1,
-77.616422778951645,43.176121579352277,614,272,06-017961,2006-01-18T05:00:00.000Z,1,2006,2006-01-18T05:00:00.000Z,1,2006,0,CLOSED,"60 LILL ST, ROCHESTER, NY, 14621",43.176113,-77.61642,Clinton,247,Firearm,1,3
-77.620734777340701,43.143574572679121,613,273,06-034712,2006-02-03T05:00:00.000Z,2,2006,2006-02-03T05:00:00.000Z,2,2006,0,CLOSED,"77 FROST AVE, ROCHESTER, NY, 14608",43.143566,-77.620732,Genesee,233,Firearm,1,1
-77.580629766641565,43.167223579376085,610,276,06-065007,2006-03-06T05:00:00.000Z,3,2006,2006-03-06T05:00:00.000Z,3,2006,0,OPEN,"720 GOODMAN ST NORTH, ROCHESTER, NY, 14609",43.167215,-77.580627,Goodman,215,Firearm,1,
-77.632413780032508,43.137733571924414,609,277,06-068137,2006-03-09T05:00:00.000Z,3,2006,2006-03-09T05:00:00.000Z,3,2006,0,CLOSED,"353 MAGNOLIA ST, ROCHESTER, NY, 14611",43.137725,-77.632411,Genesee,253,Firearm,1,3
-77.639695785544419,43.17672857787106,608,278,06-089142,2006-03-29T04:00:00.000Z,3,2006,2006-03-29T04:00:00.000Z,3,2006,0,CLOSED,"365 GLENWOOD AVE, ROCHESTER, NY, 14613",43.17672,-77.639693,Lake,241,Firearm,1,1
-77.635473783508871,43.158179574897702,607,279,06-106736,2006-04-15T04:00:00.000Z,4,2006,2006-04-15T04:00:00.000Z,4,2006,0,OPEN,"331 ORANGE ST, ROCHESTER, NY, 14611",43.158171,-77.635471,Lake,291,Firearm,1,
-77.580000767066011,43.175892580700157,606,280,06-113829,2006-04-25T04:00:00.000Z,4,2006,2006-04-26T04:00:00.000Z,4,2006,1,CLOSED,"1570 CLIFFORD AVE, ROCHESTER, NY, 14609",43.175884,-77.579998,Clinton,267,Blunt Object,1,2
-77.637719785463702,43.179180579129948,605,281,06-122282,2006-04-29T04:00:00.000Z,4,2006,2006-04-29T04:00:00.000Z,4,2006,0,CLOSED,"301 LEXINGTON AVE, ROCHESTER, NY, 14613",43.179172,-77.637717,Lake,251,Firearm,1,1
-77.599280773715734,43.177824579930181,604,283,06-125829,2006-05-02T04:00:00.000Z,5,2006,2006-05-02T04:00:00.000Z,5,2006,0,CLOSED,"725 HUDSON AVE, ROCHESTER, NY, 14621",43.177816,-77.599278,Clinton,257,Knife/Cutting Instrument,1,1
-77.624280781632521,43.184844580383739,603,284,06-129651,2006-05-06T04:00:00.000Z,5,2006,2006-05-06T04:00:00.000Z,5,2006,0,OPEN,"1564 ST PAUL ST, ROCHESTER, NY, 14621",43.184836,-77.624278,Clinton,217,Firearm,1,
-77.580005767092914,43.177556581244964,602,285,06-130468,2006-05-07T04:00:00.000Z,5,2006,2006-05-07T04:00:00.000Z,5,2006,0,CLOSED,"84 JEROLD ST, ROCHESTER, NY, 14609",43.177548,-77.580003,Clinton,267,Knife/Cutting Instrument,2,1
-77.603762774791605,43.176977579450039,601,286,06-134333,2006-05-10T04:00:00.000Z,5,2006,2006-05-10T04:00:00.000Z,5,2006,0,CLOSED,"77 BERNARD ST, ROCHESTER, NY, 14621",43.176969,-77.60376,Clinton,257,Knife/Cutting Instrument,1,1
-77.597847771508938,43.162603577582345,600,287,06-146601,2006-05-12T04:00:00.000Z,5,2006,2006-05-12T04:00:00.000Z,5,2006,0,CLOSED,"71 WELD ST, ROCHESTER, NY, 14605",43.162595,-77.597845,Clinton,287,Physical,1,1
-77.592374770931187,43.182310581246298,599,288,06-149974,2006-05-24T04:00:00.000Z,5,2006,2006-05-25T04:00:00.000Z,5,2006,1,CLOSED,"242 DURNAN ST, ROCHESTER, NY, 14621",43.182302,-77.592372,Clinton,237,Firearm,1,1
-77.60991477677041,43.175779579192572,598,289,06-163153,2006-06-04T04:00:00.000Z,6,2006,2006-06-04T04:00:00.000Z,6,2006,0,CLOSED,"5 DE JONGE ST, ROCHESTER, NY, 14621",43.175771,-77.609912,Clinton,247,Firearm,1,1
-77.59197277161509,43.190397582324664,597,290,06-173991,2006-06-13T04:00:00.000Z,6,2006,2006-06-13T04:00:00.000Z,6,2006,0,CLOSED,"720 CARTER ST, ROCHESTER, NY, 14621",43.190389,-77.59197,Clinton,237,Other,1,1
-77.628088780271142,43.152900574812882,596,291,06-189591,2006-06-25T04:00:00.000Z,6,2006,2006-06-25T04:00:00.000Z,6,2006,0,CLOSED,"7 MADISON ST, ROCHESTER, NY, 14608",43.152892,-77.628086,Genesee,213,Firearm,1,1
-77.642439785233861,43.161810575464564,595,292,06-192437,2006-06-27T04:00:00.000Z,6,2006,2006-06-27T04:00:00.000Z,6,2006,0,CLOSED,"115 MURRAY ST, ROCHESTER, NY, 14606",43.161802,-77.642437,Lake,281,Firearm,1,1
-77.638215785242195,43.167108577016222,593,294,06-199321,2006-07-03T04:00:00.000Z,7,2006,2006-07-03T04:00:00.000Z,7,2006,0,CLOSED,"3 ELSDON ST, ROCHESTER, NY, 14606",43.1671,-77.638213,Lake,261,Firearm,1,2
-77.581675766992547,43.170455579853154,594,293,06-200074,2006-07-03T04:00:00.000Z,7,2006,2006-07-03T04:00:00.000Z,7,2006,0,CLOSED,"149 SEVENTH ST, ROCHESTER, NY, 14605",43.170447,-77.581673,Clinton,297,Firearm,1,1
-77.601565771621154,43.155798576125932,592,295,06-200522,2006-07-04T04:00:00.000Z,7,2006,2006-07-04T04:00:00.000Z,7,2006,0,OPEN,"15 LAWN ST, ROCHESTER, NY, 14607",43.15579,-77.601563,Central,219,Firearm,1,
-77.594115768821737,43.142819574167319,591,297,06-206481,2006-07-09T04:00:00.000Z,7,2006,2006-07-09T04:00:00.000Z,7,2006,0,CLOSED,"556 GOODMAN ST S, ROCHESTER, NY, 14607",43.142811,-77.594113,Goodman,265,Firearm,1,1
-77.620264780104236,43.182454580232054,589,299,06-207574,2006-07-10T04:00:00.000Z,7,2006,2006-07-10T04:00:00.000Z,7,2006,0,CLOSED,"447 CONKEY AVE, ROCHESTER, NY, 14621",43.182446,-77.620262,Clinton,217,Knife/Cutting Instrument,1,1
-77.627946783087879,43.181047579849732,590,298,06-208618,2006-07-10T04:00:00.000Z,7,2006,2006-07-10T04:00:00.000Z,7,2006,0,CLOSED,"3 DRIVING PARK AVE, ROCHESTER, NY, 14613",43.181039,-77.627944,Clinton,247,Firearm,1,1
-77.605661774601884,43.173680578889048,588,300,06-208711,2006-07-11T04:00:00.000Z,7,2006,2006-07-11T04:00:00.000Z,7,2006,0,CLOSED,"3 HIXSON ST, ROCHESTER, NY, 14605",43.173672,-77.605659,Clinton,277,Firearm,2,1
-77.638544786318121,43.186541579623167,586,303,06-256400,2006-08-18T04:00:00.000Z,8,2006,2006-08-23T04:00:00.000Z,8,2006,5,CLOSED,"1126 DEWEY AVE, ROCHESTER, NY, 14613",43.186533,-77.638542,Lake,231,Firearm,1,1
-77.637722780965632,43.128617569996415,585,304,06-279643,2006-09-08T04:00:00.000Z,9,2006,2006-09-08T04:00:00.000Z,9,2006,0,OPEN,"1099 GENESEE ST, ROCHESTER, NY, 14611",43.128609,-77.63772,Genesee,243,Firearm,1,
-77.608815775166363,43.166605577973804,584,305,06-287156,2006-09-15T04:00:00.000Z,9,2006,2006-09-15T04:00:00.000Z,9,2006,0,CLOSED,"59 KELLY ST, ROCHESTER, NY, 14605",43.166597,-77.608813,Clinton,287,Firearm,1,1
-77.546657753425308,43.146331576817964,582,307,06-308331,2006-10-04T04:00:00.000Z,10,2006,2006-10-04T04:00:00.000Z,10,2006,0,OPEN,"112 BOBRICH DR, ROCHESTER, NY, 14610",43.146323,-77.546655,Goodman,235,Firearm,1,
-77.608956774958131,43.167986577989545,581,308,06-312999,2006-10-09T04:00:00.000Z,10,2006,2006-10-09T04:00:00.000Z,10,2006,0,CLOSED,"56 KELLY ST, ROCHESTER, NY, 14605",43.167978,-77.608954,Clinton,287,Knife/Cutting Instrument,1,1
-77.635906782320461,43.144231572500701,579,311,06-340931,2006-11-05T04:00:00.000Z,11,2006,2006-11-05T04:00:00.000Z,11,2006,0,OPEN,"300 GENESEE ST, ROCHESTER, NY, 14611",43.144223,-77.635904,Genesee,223,Firearm,1,
-77.577676764868144,43.164368578371636,577,313,06-342151,2006-11-08T05:00:00.000Z,11,2006,2006-11-06T05:00:00.000Z,11,2006,-2,CLOSED,"125 GRAND AVE, ROCHESTER, NY, 14609",43.16436,-77.577674,Goodman,225,Firearm,1,4
-77.611281777776384,43.182151580055091,578,312,06-342860,2006-11-06T05:00:00.000Z,11,2006,2006-11-06T05:00:00.000Z,11,2006,0,CLOSED,"343 REMINGTON ST, ROCHESTER, NY, 14621",43.182143,-77.611279,Clinton,217,Knife/Cutting Instrument,1,1
-77.587154768720183,43.170707579025041,576,314,06-344672,2006-11-08T05:00:00.000Z,11,2006,2006-11-08T05:00:00.000Z,11,2006,0,CLOSED,"257 BAY ST, ROCHESTER, NY, 14605",43.170699,-77.587152,Clinton,297,Firearm,1,1
-77.608825773191555,43.14474657365588,575,315,06-345173,2006-11-09T05:00:00.000Z,11,2006,2006-11-09T05:00:00.000Z,11,2006,0,OPEN,"51 HAMILTON ST, ROCHESTER, NY, 14620",43.144738,-77.608823,Central,229,Firearm,2,
-77.640492786540861,43.175861577737514,574,316,06-346790,2006-11-10T05:00:00.000Z,11,2006,2006-11-10T05:00:00.000Z,11,2006,0,CLOSED,"8 FINCH ST, ROCHESTER, NY, 14613",43.175853,-77.64049,Lake,241,Firearm,1,1
